UserId	Cuisine	Title	imageURL	InstructionURL	Ingredients
1	Indian	Sambhar (Indian Lentil Stew)	"https://www.edamam.com/web-img/90b/90b1b51c02a4cff1783c5ddde66c562e.jpg"	"https://www.tastingtable.com/cook/recipes/Sambhar--Indian-Lentil-Soup-Recipe"	Yield: 6 servings,2 cups toor dal (split yellow lentils; available at indian markets),1 tablespoon plus 1 teaspoon ground turmeric, divided,½ teaspoon fenugreek seeds (available at indian markets),2 tablespoons canola oil,1 tablespoon black mustard seeds (available at indian markets),1 dried red chile,4 fresh curry leaves (optional; available at indian markets),1 teaspoon ground red chile powder or cayenne pepper,1 tablespoon homemade (click here to see recipe) or store-bought sambhar masala (available at indian markets),2 yellow onions, diced,1 tablespoon tomato paste,1 tablespoon tamarind paste (available at indian markets),1½ tablespoons kosher salt,2 cups vegetable broth,6 baby carrots, trimmed and peeled, or 4 small carrots--trimmed, peeled and halved lengthwise on a bias,½ english cucumber, peeled and scooped with a melon baller,½ cup cherry tomatoes (preferably sun gold),6 small radishes, trimmed and halved (preferably breakfast radishes),½ cup fresh or frozen peas,Chopped fresh cilantro for serving
1	Indian	South Indian Cauliflower Bake	"https://www.edamam.com/web-img/20d/20db3400fe6bd2b11b942378366d4c00.jpg"	"http://honestcooking.com/south-indian-cauliflower-bake/"	1 big cauliflower (cut into small florets),¼ cup olive oil,2 tablespoons sambar powder (a south indian curry powder),1 teaspoon mustard seeds,2 tablespoons crushed curry leaves,1 teaspoon paprika,½ teaspoon hing (asafoetida),2 tablespoon cornflour or corn starch,1 tablespoon lemon rind,Salt to taste,Chopped coriander & chat masala to garnish
1	Indian	Indian Semolina Upma Recipe	"https://www.edamam.com/web-img/cb4/cb491cce6441dd4cf4865eb59ca30761.png"	"http://www.foodrepublic.com/recipes/indian-semolina-upma-recipe/"	1/2 cup semolina,2 tablespoons ginger, chopped,2 tablespoons shallots,1/4 cup butter,3 to 4 thin slices chili (green or red),2 cups coconut milk,2 cups water,2 teaspoons onion seed,2 teaspoons cumin,1 spring curry leaf,3 kokums (indian plums), sliced,Salt, to taste,Vegetables (any in season)
1	Indian	Indian inspired Spicy Couscous	"https://www.edamam.com/web-img/20f/20f6ac39978cd4180e92616d383a720f.jpeg"	"https://food52.com/recipes/15164-indian-inspired-spicy-couscous"	2 cups couscous,2 cups water,2 tablespoons oil,1 onion chopped,3 green chillies(jalapenos)chopped,1 teaspoon black mustard seeds,3 curry leaves(available in indian stores),1 cup dried sweetened cranberries,1/2 cup raisins,2 tablespoons slivered almonds for garnish,1 tablespoon salt
1	Indian	South Indian Chicken Curry	"https://www.edamam.com/web-img/d98/d98edd218ccdb2927208fbac1393106f.jpg"	"http://www.finecooking.com/recipes/south_indian_chicken_curry.aspx"	1 clove garlic, minced,2 green peppers,1/2 tsp. black mustard seeds,3 medium onions, sliced thin,3 potatoes, diced into 1/2-inch cubes,2 lbs. chicken thighs, skinned,2 cups fresh Coconut Milk (1 cup thick, 1 cup thin),2 to 3 Tbs. South Indian Curry Spice Mix,Kosher salt,1-inch piece of ginger, minced,1 Tbs. vegetable or canola oil,Cooked long-grain rice, for serving,Stems from 3 sprigs fresh cilantro, chopped, plus 1/4 cup loosely packed cilantro leaves
1	Indian	Indian Spiced Chickpea Gravy (Chole) Recipe	"https://www.edamam.com/web-img/9cd/9cdc1bf5fcef5283d9ec13251d0848db.jpg"	"http://www.seriouseats.com/recipes/2013/08/indian-spiced-chickpea-gravy-chole..html"	1 cup dried chickpeas (or two 15-ounce cans chickpeas, drained and rinsed, see note above),1 black cardamom pod,1 inch piece cinnamon,1 bay leaf,6 peppercorns,2 teaspoons cumin seeds,3 teaspoons coriander seeds,1 teaspoon fennel seeds,2 dry kashmiri chillis,2 tablespoons vegetable oil,1 medium onion, finely chopped (about 1 cup),1 teaspoon ginger-garlic paste (see note above),2 large tomatoes,1 teaspoon amchur or dry mango powder,2 small Indian or Thai green chilies, split in half,Kosher salt,2 tablespoons minced fresh cilantro leaves and tender stems],
1	Indian	Indian porridge	"https://www.edamam.com/web-img/4a0/4a02451e48182ae820978e982ca82cd0.jpg"	"http://www.foodista.com/recipe/3JHP5G5B/indian-porridge"	1 cup cracked wheat ( Can be easily found in Indian stores),2-3 cups of milk ( whole milk, low fat percent milk or coconut milk) (I used 2% milk),Pinch of turmeric,Sugar to taste ( honey or maple syrup can used as well),Almonds or any kind of nuts for garnish (optional),Unsweetened shredded coconut for garnish (optional)
1	Indian	Frothy Indian Coffee	"https://www.edamam.com/web-img/bd3/bd36cf6d5fc839c66e8098186ef121d5.jpg"	"http://www.sevenspoons.net/blog/2011/5/9/halfway-already..html"	3/4 cup milk,1/4 cup water, plus around 1/2 teaspoon more,4 tsp sugar, or to taste,1 tbsp instant coffee powder
1	Indian	Saag Paneer (Spinach With Fresh Indian Cheese)	"https://www.edamam.com/web-img/c21/c2189d8e3911a84ff78a7d23cb4a6379.jpg"	"http://www.saveur.com/article/Recipes/Spinach-with-Fresh-Indian-Cheese-"	FOR THE CHEESE (or 7 oz. of store-bought paneer may be used instead):,8 cups milk,¼ cup fresh lemon juice,6 tbsp. ghee or canola oil,FOR THE SPINACH:,4 cloves garlic, chopped,1 (1?) piece of ginger, peeled and chopped,1 serrano chile, stemmed and chopped,6 cups finely chopped spinach,Kosher salt, to taste,6 tbsp. heavy cream,½ tsp. garam masala,¼ tsp. cayenne,Indian flatbread or rice, for serving
1	Chinese	Chinese Spareribs Recipe	"https://www.edamam.com/web-img/a17/a1743e0d07c557f90af58047e5b4b0d0.jpeg"	"http://www.seriouseats.com/recipes/2011/04/chinese-spareribs-char-siu-recipe..html"	1 tablespoon Chinese five-spice powder,1 full rack St. Louis-style spareribs, cut into individual ribs (about 3 pounds total),1/2 cup hoisin sauce,1/4 cup shaoxing wine or dry sherry,2 tablespoons soy sauce,1/4 cup honey
1	Chinese	Chinese Sausages with Mustard	"https://www.edamam.com/web-img/571/5719e03b37a17f3aa00523c08e6b2e93.jpg"	"http://www.marthastewart.com/312741/chinese-sausages-with-mustard"	1 pound chinese duck liver sausages,1/2 cup english mustard, preferably colman's, for serving
1	Chinese	Steamed Chinese Charcuterie	"https://www.edamam.com/web-img/5d5/5d5ba9830fd7d596e5867cd765683fc8.jpg"	"http://zesterdaily.com/cooking/chinese-dumpling-party/"	4 chinese sweet sausages (lachang or lop chong),4 chinese duck liver sausages (yaganchang),4 pieces chinese cured meats of any kind (larou; each about 10 inches long), or 2 pieces chinese smoked pork belly and 1 (8 ounce) piece chinese smoked pork shoulder,2 inches fresh ginger, peeled,3 or 4 tablespoons gaoliang (white liquor) or shaoxing rice wine
1	Chinese	Chinese Broccoli recipes	"https://www.edamam.com/web-img/f1b/f1b0168f1741eaff6f852a55348e116c"	"http://www.epicurious.com/recipes/food/views/Chinese-Broccoli-242053"	1 pound Chinese broccoli, trimmed (or 2 bunches Broccolini),2 tablespoons unsalted butter,2 teaspoons soy sauce,1/4 teaspoon Chinese five-spice powder,1/3 cup roasted soy nuts or peanuts, crushed
1	Chinese	Chinese Pork Ribs	"https://www.edamam.com/web-img/bf1/bf103cac00d887bb6daa4331c9764611.jpg"	"http://www.bbcgoodfood.com/recipes/2479/"	1.0 tbsp clear honey,1.0 tbsp vinegar (you can use cider, malt or wine),100.0ml hoisin sauce,2.0 tbsp soy sauce,12 meaty pork ribs,1.0 tsp Chinese five-spice powder
1	Chinese	Pea Shoots- Chinese style	"https://www.edamam.com/web-img/483/483738584253ea894e7b024b93abf282.jpg"	"https://food52.com/recipes/16009-pea-shoots-chinese-style"	2 cups pea shoots,1 tablespoon peanut oil,1/2 teaspoon fine sea salt,1/4 teaspoon raw cane sugar,3 garlic cloves, smashed,4 dried chilies,1 tablespoon chinese cooking wine,1 tablespoon chicken stock (or water)
1	Chinese	Chinese Spinach Soup	"https://www.edamam.com/web-img/2d8/2d87dce4d82d841ca55277d726126847.jpg"	"http://honestcooking.com/chinese-spinach-soup-recipe/"	250g chinese spinach – ends trimmed, separate stems and leaves,1 tablespoon dry anchovies – rinsed and pat dry,3 tablespoon vegetable oil,2 cloves garlic – peeled & sliced thinly,10g of chicken fillet – sliced thinly (optional),200ml water,Salt to taste
1	Chinese	Chinese Broccoli	"https://www.edamam.com/web-img/481/4818d9dd22361453dac8023e82a3cee8.jpg"	"http://www.myrecipes.com/recipe/chinese-broccoli-10000000635651/"	1 to 1 1/2 pounds Chinese broccoli (gai lan) or regular broccoli (see notes),2 tablespoons soy sauce,2 teaspoons Asian (toasted) sesame oil
1	Chinese	Stir-Fried Chinese Cabbage with Ham	"https://www.edamam.com/web-img/195/1957fb1cbc98cfcdb529c6ab2b8573a3.jpg"	"http://www.saveur.com/article/Recipes/Stir-Fried-Chinese-Cabbage-with-Ham"	1 1?2 lbs. chinese cabbage,1?4 cup chicken stock,2 tbsp. chinese rice wine,2 tsp. honey,2 tsp. cornstarch,1?4 lb. smithfield ham, thinly sliced
1	Chinese	Chinese Halibut	"https://www.edamam.com/web-img/13a/13abf414751ba489f683bba6fe358fce.jpg"	"http://www.foodista.com/recipe/MS275DNR/chinese-halibut"	4 lrgs Halibut steaks, ½ lb each,3 tablespoons Finely chopped fresh ginger,6 tablespoons Finely chopped scallions,2 tablespoons Light soy sauce,1 tablespoon Dark soy sauce,2 tablespoons Chinese rice wine or dry sherry,1 tablespoon Chinese sesame oil,tablespoon Minced fresh coriander
1	Seafood	Seafood Pancakes	"https://www.edamam.com/web-img/52c/52c867e7676729e9b48872343c680e30.jpg"	"http://www.seriouseats.com/recipes/2012/01/seafood-pancake-oyster-shrimp-scallop-crisp-brunch..html"	1 1/2 pounds assorted seafood (shrimp, scallops, squid, oysters and mussels all work well),7 scallions, thinly sliced,1/2 teaspoon finely grated ginger,3 cloves garlic, minced,1/2 teaspoon salt,2 cups all-purpose flour,1 1/2 cups water,2 eggs, beaten,Vegetable oil for cooking,Crushed red pepper (optional),Soy sauce (optional)
1	Seafood	Spanish Seafood Rice	"https://www.edamam.com/web-img/5be/5be59ff9c94bdc3d3ad0fa40fa5f4b5c.jpg"	"http://www.bbcgoodfood.com/recipes/412624/"	1 onion , finely chopped,250.0g paella rice,850.0ml hot vegetable stock (we used Kallo very low salt stock),2 garlic cloves , sliced,small handful flat-leaf parsley , roughly chopped,pinch saffron,400.0g seafood mix (we used a bag of frozen mixed seafood, defrosted before use),juice ½ small lemon,1 tbsp olive oil,1 red and 1 yellow pepper , deseeded and sliced
1	Seafood	Seafood Miso Noodle Soup	"https://www.edamam.com/web-img/f8e/f8e71121e76772a3c781976781908835.jpg"	"http://steamykitchen.com/20507-seafood-miso-noodle-soup..html"	4 ozs dried rice noodles,3 ozs fresh mushrooms,2 bok choy, leaves separated,8-10 ozs assorted seafood (fish, shrimp, scallops),1 stalk green onion, sliced,4 cups vegetable or chicken broth,2 tbsps miso paste
1	Seafood	Dad's Favorite Seafood Stew	"https://www.edamam.com/web-img/a5e/a5ee0967ba3b80a74363c547ef0700b8.jpg"	"https://food52.com/recipes/14754-dad-s-favorite-seafood-stew	"	1/3 cup extra virgin olive oil,4 crushed garlic cloves,6 peeled and seeded roma tomatoes cut into thin strips,1 cup homemade fish stock, purchased seafood stock or clam juice,1/2 cup dry white wine,1 pound skinned saltwater fish filets(snapper, sole, halibut, cod) cut into 2 inch chunks,16 large peeled and deveined raw shrimp,16 sea scallops,1/2 cup finely shredded fresh basil leaves,1/2 cup chopped flat leaf parsley
1	Seafood	Mexican Seafood Posole recipes	"https://www.edamam.com/web-img/792/792654cf8716d2d322d8b6e2ed43f662"	"http://www.loveandoliveoil.com/2009/03/mexican-seafood-posole..html"	1 tablespoon olive oil,1 cup chopped onion,3 garlic cloves, minced,3 cups (or more) bottled clam juice,1 (15-ounce) can white hominy, drained, rinsed,1 cup salsa verde (tomatillo salsa), medium or mild,2 tablespoons finely chopped sun-dried tomatoes in oil,1 tablespoon finely grated lime peel,1 pound mixed seafood (shrimp, scallops, calamari rings),4 tablespoons chopped cilantro, divided
