UserId	Cuisine	Title	imageURL	InstructionURL	Ingredients
1	Seafood	Seafood Cannelloni recipes	"https://www.edamam.com/web-img/eea/eea0bff84e60d5acaa009a3a31ff0f73"	"http://www.epicurious.com/recipes/food/views/Seafood-Cannelloni-107417"	1/3 cup finely chopped shallot,2 tablespoons finely chopped carrot,2 tablespoons finely chopped celery,1 lb medium shrimp in shells (31 to 35 per lb), peeled, reserving shells, and deveined,1 lb sea scallops, tough muscle removed from side of each and reserved,5 tablespoons unsalted butter, softened,1 teaspoon tomato paste,1 cup dry white wine,3 cups water,1 tablespoon seafood glaze* (optional),2 fresh flat-leaf parsley sprigs,3 tablespoons all-purpose flour,1 cup heavy cream,1/2 teaspoon fresh lemon juice, or to taste,1 1/2 teaspoons salt,1/2 teaspoon black pepper,2 tablespoons Cognac,1/2 cup finely chopped fresh chives,14 (6- by 3-inch) flat fresh or no-boil lasagne noodles (without curly edges)
1	Seafood	Soupoukandia (Okra And Seafood Stew)	"https://www.edamam.com/web-img/85b/85bace75b3c26a53f310a61175c82015.jpg"	"http://www.saveur.com/article/Recipes/Senegal-Okra-Seafood-Stew"	FOR THE VEGETABLE BROTH:,12 cups fish or vegetable stock,4 cups thick-sliced okra,3 bay leaves,2 medium yellow onion, roughly chopped,FOR THE SEAFOOD SOUP:,6 tbsp. palm oil (available from iHerb),4 tbsp. fish sauce (available from Amazon),1 large eggplant, cut into large chunks, or 4 small Thai eggplants,2 habanero or Scotch bonnet chiles, slit in half lengthwise,24 mussels, cleaned and debearded,16 medium shrimp, peeled and deveined,Freshly ground black pepper, to taste,Cooked white rice or fonio, for serving (see below for ordering)
1	Seafood	Fideos With Seafood	"https://www.edamam.com/web-img/a4b/a4b9307b7d80bb196f18bc1b71efd38d.jpg"	"http://www.cookstr.com/recipes/fideos-with-seafood"	1 bay leaf,¼ cup extra virgin olive oil,1 large onion , finely diced,6 cups fish or seafood stock,1 pound mussels , scrubbed,1 cup dry white wine,A large pinch of saffron threads,1 pound fideos (or substitute angel hair pasta broken into 1-inch pieces),One 28-ounce can whole peeled tomatoes,1 teaspoon hot pimentón (Spanish smoked paprika ),1 pound medium shrimp in the shell,1 pound clams , scrubbed,2 garlic cloves, minced
1	Seafood	Seafood Gumbo	"https://www.edamam.com/web-img/665/665824abc422fc45841dd4d11fa82c26.jpg"	"http://www.eatingwell.com/recipe/250542/seafood-gumbo"	5 tablespoons canola oil, divided,1 pound okra, fresh or frozen (thawed), trimmed and cut into 1/4-inch-thick rounds,4 teaspoons distilled white vinegar,1/3 cup all-purpose flour,2 cups chopped green bell peppers,1 1/4 cups chopped yellow onions,1 1/4 cups chopped scallions, divided,1 cup chopped celery,1 clove garlic, minced,1 28-ounce can diced tomatoes with their juice,2 cups seafood stock or water,1/2 cup cubed boiled deli ham,2 bay leaves,2 sprigs fresh thyme or 1/2 teaspoon dried,1 tablespoon worcestershire sauce,1 teaspoon hot sauce,1/8 teaspoon salt,1 pound peeled, deveined raw shrimp (26-30 count),1/2 pound lump crabmeat, any shells or cartilage removed,2 tablespoons chopped parsley
1	Greek	Greek apricots	"https://www.edamam.com/web-img/34a/34a997eb7eed05595865d211e0b0bc98.jpg"	"http://www.bbc.co.uk/food/recipes/greekapricots_72397"	250ml/8¾fl oz cold water,50g/1¾oz caster sugar,1 cinnamon stick,Small pinch saffron strands,1 tbsp honey,12 apricots, halved,150g/5¼oz tub greek yoghurt,50g/1¾oz pistachios, crushed
1	Greek	Greek Panini	"https://www.edamam.com/web-img/e2e/e2e219ab8e1747c23122ad19f31f800d.jpg"	"http://honestcooking.com/delicious-greek-panini/"	4 ready-made panini rolls,½ cup mozzarella, grated or sliced,½ cup feta cheese, sliced or crumbled,½ bell pepper (i used ¼ orange and ¼ yellow), sliced,Handful (8-12) kalamata olives, pitted and halved,Pinch of oregano (greek if you can get it),Oil for the grill
1	Greek	Rhubarb Frozen Greek Yogurt Recipe	"https://www.edamam.com/web-img/7f8/7f8b96222ada916a4036b43530d996b2.jpg"	"http://www.seriouseats.com/recipes/2012/05/rhubarb-and-greek-yogurt-frozen-yogurt-recipe..html"	1 pound of rhubarb stalks, cut into 1/2-inch slices,1 1/2 cups Greek yogurt,2 cups sugar, divided
1	Greek	Greek-amole	"https://www.edamam.com/web-img/c5a/c5a5ec080b793de8f6ede4d1658a0394.jpg"	"https://food52.com/recipes/35353-greek-amole"	4 avocados,1 cup chopped cilantro,1 chile (such as jalapeño), minced,Juice of 1 lemon,Salt and Pepper, to taste,4 heaping tablespoons Greek yogurt (such as Fage),1 small clove of garlic, minced (optional)
1	Greek	Greek Salad	"https://www.edamam.com/web-img/8ad/8adc3b0dec518a864a28b1242c38a2b4.jpg"	"http://www.bbcgoodfood.com/recipes/12227/"	16 Kalamata olives,85.0g feta cheese , cut into chunks (barrel matured feta is the best),4.0 tbsp Greek extra virgin olive oil,1.0 tsp dried oregano,1 cucumber , peeled, deseeded, then roughly chopped,4 large vine tomatoes , cut into irregular wedges,½ a red onion , thinly sliced
1	Greek	Greek Meatballs	"https://www.edamam.com/web-img/b79/b79815b9112e7e9fcca6525c966905c9.jpg"	"http://simplyrecipes.com/recipes/greek_meatballs/"	1 tablespoon olive oil,1 clove garlic, minced,1 jalapeño, seeded and minced,1 large shallot, minced,1 pound ground lamb,4 ounces salt pork, ground or finely minced,Zest of 1 orange,2 tablespoons chopped mint,Freshly ground black pepper,Greek yogurt for dipping
1	Greek	Greek Yogurt Labneh recipes	"https://www.edamam.com/web-img/cc1/cc13fe972cd6822cd57261dcf88a3f07"	"http://www.epicurious.com/recipes/food/views/Greek-Yogurt-Labneh-51134560"	2 cups plain 2% fat or whole Fage Greek yogurt,1/2 cup (or more) good-quality extra-virgin olive oil,3 tablespoons finely minced fresh herbs (such as tarragon, parsley, and chives),1/2 teaspoon finely grated lemon zest,ground black pepper,kosher salt
1	Greek	Greek Yogurt Ice Cream	"https://www.edamam.com/web-img/02e/02e1ac9d54d320efadd34f8c74f5d153.jpg"	"http://www.bonappetit.com/recipe/greek-yogurt-ice-cream"	1 cup heavy whipping cream,1 cup whole milk,3/4 cup sugar, divided,3 large egg yolks,1 cup whole-milk Greek-style yogurt,Pinch of salt
1	Greek	Greek Roasted Potatoes recipes	"https://www.edamam.com/web-img/722/722e19fcc0cc38fd6d96a00659ecb097"	"http://thepioneerwoman.com/food-and-friends/exploring-greek-flavors-and-greek-roasted-potatoes/"	6 Large Yukon Gold Potatoes, Sliced Into 1/4-inch Thick Rounds,1/3 cup Fresh Lemon Juice, Plus The Zest From The Lemons,8 cloves Garlic, Minced,1/2 cup Olive Oil,1 Tablespoon Dried Oregano, Preferably Greek Oregano,kosher salt
1	Greek	Greek Lemon Roasted Potatoes	"https://www.edamam.com/web-img/d34/d34802d34326bbb56fb12e5817c586bf.jpg"	"http://www.marthastewart.com/436596/greek-lemon-roasted-potatoes"	4 large russet baking potatoes (8 medium), peeled and quartered,1/2 cup olive oil,1/2 cup freshly squeezed lemon juice (3 lemons),1 tablespoon dried oregano, preferably greek oregano, plus more for garnish,1 tablespoon salt,1/4 teaspoon freshly ground black pepper
1	Vegetarian	Vegetarian Ramen	"https://www.edamam.com/web-img/10a/10ae90f8732d66d2800239111401544f.jpg"	"https://food52.com/recipes/31889-vegetarian-ramen"	1 cup dried mushrooms, preferably shiittake,2 carrots, cut into thirds,1 onion, cut in half (you can leave the skin on),2 stalks celery, cut into thirds,6 to 8 garlic cloves, smashed,One 2-inch section of ginger, smashed,2 stalks lemongrass, cut into thirds and smashed (optional),8 cups cold water,1 sheet kombu, wiped with a damp cloth,2 tablespoons bonito flakes (technically not vegetarian, but recommended for fish eaters),1/2 cup mirin,1 cup shoyu (Japanese soy sauce),2 tablespoons brown sugar,1 to 2 squirts sriracha, or pinch of red pepper flakes,4 eggs,1 packet extra-firm tofu, pressed of its moisture,1 tablespoon oil with high smoke point, like peanut,4 packets ramen or udon noodles, preferably fresh,Thai basil,Lime wedges,Green onion, sliced
1	Vegetarian	Vegetarian Minestrone	"https://www.edamam.com/web-img/8e2/8e2e9edf924d72b48f9473cb21de8be7.jpg"	"http://herbivoracious.com/2009/10/minestrone..html"	1/2 cup extra virgin olive oil,1 medium onion, thinly sliced,1-2 medium carrots, small dice,3 stalks celery, small dice (reserve leaves for garnish),2 cups small diced waxy potatoes, skin on,1 handful green beans, ends trimmed, cut in 1/2\ lengths,3 medium zucchini, small dice,3 cups finely shredded cabbage (savoy or green),1-2 tablespoons vegetable broth powder; i like seitenbacher (double check gluten free/vegan status if important to you). don't be tempted to use a thick vegetarian broth; you can use a pre-mixed one as long as it is a clear brown type that tastes good.,1 parmesan rind (see above),1 15 oz. can good quality whole italian tomatoes with juice,Salt,1/2 cup grated parmigiano-reggiano,1 15 oz. can cannelini or white navy beans, drained and rinsed,Big garlic-butter croutons for serving (optional)
